original_url,m3u8_url,video_id,timestamp
https://tv.nrsr.sk/archiv/schodza/6/19?MeetingDate=14052013&DisplayChairman=true,https://tvw.nrsr.sk/store/mp4:20130514_125527_190236.mp4/playlist.m3u8,slovakia_6_19_1_14052013,2025-03-26 16:20:51
https://tv.nrsr.sk/archiv/schodza/7/53?MeetingDate=28112019&DisplayChairman=true,https://tvw.nrsr.sk/store/mp4:20191128_085503_120433.mp4/playlist.m3u8,slovakia_7_53_3_28112019,2025-03-26 16:23:17
https://tv.nrsr.sk/archiv/schodza/7/2?MeetingDate=21042016&DisplayChairman=true,https://tvw.nrsr.sk/store/mp4:20160421_085532_130035.mp4/playlist.m3u8,slovakia_7_2_4_21042016,2025-03-26 16:24:21
https://tv.nrsr.sk/archiv/schodza/9/23?MeetingDate=05122024&DisplayChairman=true,https://tvw.nrsr.sk/store/mp4:20241205_085904_125246.mp4/playlist.m3u8,slovakia_9_23_9_05122024,2025-03-26 16:25:07
https://tv.nrsr.sk/archiv/schodza/6/19?MeetingDate=15052013&DisplayChairman=true,https://tvw.nrsr.sk/store/mp4:20130515_085438_114419.mp4/playlist.m3u8,slovakia_6_19_2_15052013,2025-03-26 16:25:26
https://tv.nrsr.sk/archiv/schodza/7/53?MeetingDate=29112019&DisplayChairman=true,https://tvw.nrsr.sk/store/mp4:20191129_085507_140041.mp4/playlist.m3u8,slovakia_7_53_4_29112019,2025-03-26 16:26:29
https://tv.nrsr.sk/archiv/schodza/6/19?MeetingDate=16052013&DisplayChairman=true,https://tvw.nrsr.sk/store/mp4:20130516_085511_121116.mp4/playlist.m3u8,slovakia_6_19_3_16052013,2025-03-26 16:27:42
https://tv.nrsr.sk/archiv/schodza/7/2?MeetingDate=22042016&DisplayChairman=true,https://tvw.nrsr.sk/store/mp4:20160422_085515_160623.mp4/playlist.m3u8,slovakia_7_2_5_22042016,2025-03-26 16:27:49
https://tv.nrsr.sk/archiv/schodza/8/74?MeetingDate=06102022&DisplayChairman=true,https://tvw.nrsr.sk/store/mp4:20221006_151605_182458.mp4/playlist.m3u8,slovakia_8_74_1_06102022,2025-03-26 16:28:29
https://tv.nrsr.sk/archiv/schodza/6/19?MeetingDate=17052013&DisplayChairman=true,https://tvw.nrsr.sk/store/mp4:20130517_085510_140544.mp4/playlist.m3u8,slovakia_6_19_4_17052013,2025-03-26 16:30:17
https://tv.nrsr.sk/archiv/schodza/9/23?MeetingDate=09122024&DisplayChairman=true,https://tvw.nrsr.sk/store/mp4:20241209_095913_130104.mp4/playlist.m3u8,slovakia_9_23_10_09122024,2025-03-26 16:30:18
https://tv.nrsr.sk/archiv/schodza/7/53?MeetingDate=02122019&DisplayChairman=true,https://tvw.nrsr.sk/store/mp4:20191203_085503_120700.mp4/playlist.m3u8,slovakia_7_53_5_02122019,2025-03-26 16:31:26
https://tv.nrsr.sk/archiv/schodza/7/2?MeetingDate=26042016&DisplayChairman=true,https://tvw.nrsr.sk/store/mp4:20160426_085403_130425.mp4/playlist.m3u8,slovakia_7_2_6_26042016,2025-03-26 16:33:43
https://tv.nrsr.sk/archiv/schodza/9/23?MeetingDate=10122024&DisplayChairman=true,https://tvw.nrsr.sk/store/mp4:20241210_105926_130049.mp4/playlist.m3u8,slovakia_9_23_11_10122024,2025-03-26 16:34:07
https://tv.nrsr.sk/archiv/schodza/6/19?MeetingDate=21052013&DisplayChairman=true,https://tvw.nrsr.sk/store/mp4:20130521_085510_140012.mp4/playlist.m3u8,slovakia_6_19_5_21052013,2025-03-26 16:34:12
https://tv.nrsr.sk/archiv/schodza/7/53?MeetingDate=03122019&DisplayChairman=true,https://tvw.nrsr.sk/store/mp4:20191203_135502_190140.mp4/playlist.m3u8,slovakia_7_53_6_03122019,2025-03-26 16:34:39
https://tv.nrsr.sk/archiv/schodza/8/73?MeetingDate=28092022&DisplayChairman=true,https://tvw.nrsr.sk/store/mp4:20220928_135504_190344.mp4/playlist.m3u8,slovakia_8_73_1_28092022,2025-03-26 16:35:59
https://tv.nrsr.sk/archiv/schodza/6/19?MeetingDate=22052013&DisplayChairman=true,https://tvw.nrsr.sk/store/mp4:20130522_085520_121206.mp4/playlist.m3u8,slovakia_6_19_6_22052013,2025-03-26 16:36:41
https://tv.nrsr.sk/archiv/schodza/9/23?MeetingDate=11122024&DisplayChairman=true,https://tvw.nrsr.sk/store/mp4:20241211_085908_114716.mp4/playlist.m3u8,slovakia_9_23_12_11122024,2025-03-26 16:37:03
https://tv.nrsr.sk/archiv/schodza/7/1?MeetingDate=23032016&DisplayChairman=true,https://tvw.nrsr.sk/store/mp4:20160323_085626_185547.mp4/playlist.m3u8,slovakia_7_1_1_23032016,2025-03-26 16:37:13
https://tv.nrsr.sk/archiv/schodza/6/19?MeetingDate=23052013&DisplayChairman=true,https://tvw.nrsr.sk/store/mp4:20130523_085511_120233.mp4/playlist.m3u8,slovakia_6_19_7_23052013,2025-03-26 16:39:20
https://tv.nrsr.sk/archiv/schodza/7/53?MeetingDate=04122019&DisplayChairman=true,https://tvw.nrsr.sk/store/mp4:20191204_085516_120346.mp4/playlist.m3u8,slovakia_7_53_7_04122019,2025-03-26 16:39:42
