video_id,generic_video_link,title,processed_transcript_text_link
montenegro_115_13032024,https://www.youtube.com/watch?v=L-z37kae0kw,Druga sjednica Prvog redovnog (proljećnjeg) zasijedanja u 2024. godini (treći dan),https://www.skupstina.me/en/chronology-of-discussions/364
montenegro_116_12032024,https://www.youtube.com/watch?v=L-z37kae0kw,Druga sjednica Prvog redovnog (proljećnjeg) zasijedanja u 2024. godini (drugi dan),https://www.skupstina.me/en/chronology-of-discussions/368
montenegro_117_11032024,https://www.youtube.com/watch?v=L-z37kae0kw,Druga sjednica Prvog redovnog (proljećnjeg) zasijedanja u 2024. godini (prvi dan),https://www.skupstina.me/en/chronology-of-discussions/366
montenegro_118_07032024,https://www.youtube.com/watch?v=L-z37kae0kw,Prva sjednica Prvog redovnog (proljećnjeg) zasijedanja u 2024. godini,https://www.skupstina.me/en/chronology-of-discussions/365
montenegro_119_27012024,https://www.youtube.com/watch?v=L-z37kae0kw,Sjednica Trećeg vanrednog zasijedanja u 2024. godini,https://www.skupstina.me/en/chronology-of-discussions/363
montenegro_120_19012024,https://www.youtube.com/watch?v=L-z37kae0kw,Sjednica Drugog vanrednog zasijedanja u 2024. godini,https://www.skupstina.me/en/chronology-of-discussions/360
montenegro_121_19012024,https://www.youtube.com/watch?v=L-z37kae0kw,Sjednica Prvog vanrednog zasijedanja u 2024. godini,https://www.skupstina.me/en/chronology-of-discussions/351
montenegro_122_29122023,https://www.youtube.com/watch?v=L-z37kae0kw,Peta sjednica Drugog redovnog (jesenjeg) zasijedanja u 2023. godini (deveti dan),https://www.skupstina.me/en/chronology-of-discussions/344
montenegro_123_29122023,https://www.youtube.com/watch?v=L-z37kae0kw,Deveta sjednica Drugog redovnog (jesenjeg) zasijedanja u 2023. godini,https://www.skupstina.me/en/chronology-of-discussions/357
montenegro_124_29122023,https://www.youtube.com/watch?v=L-z37kae0kw,Sedma sjednica Drugog redovnog (jesenjeg) zasijedanja u 2023. godine (šesti dan),https://www.skupstina.me/en/chronology-of-discussions/362
montenegro_125_28122023,https://www.youtube.com/watch?v=L-z37kae0kw,Sedma sjednica Drugog redovnog (jesenjeg) zasijedanja u 2023. godine (peti dan),https://www.skupstina.me/en/chronology-of-discussions/358
montenegro_126_28122023,https://www.youtube.com/watch?v=L-z37kae0kw,Osma - posebna sjednica Drugog redovnog (jesenjeg) zasijedanja u 2023. godini,https://www.skupstina.me/en/chronology-of-discussions/347
montenegro_127_27122023,https://www.youtube.com/watch?v=L-z37kae0kw,Sedma sjednica Drugog redovnog (jesenjeg) zasijedanja u 2023. godine (četvrti dan),https://www.skupstina.me/en/chronology-of-discussions/359
montenegro_128_26122023,https://www.youtube.com/watch?v=L-z37kae0kw,Sedma sjednica Drugog redovnog (jesenjeg) zasijedanja u 2023. godine (treći dan),https://www.skupstina.me/en/chronology-of-discussions/361
montenegro_129_26122023,https://www.youtube.com/watch?v=L-z37kae0kw,Peta sjednica Drugog redovnog (jesenjeg) zasijedanja u 2023. godini (osmi dan),https://www.skupstina.me/en/chronology-of-discussions/345
montenegro_130_22122023,https://www.youtube.com/watch?v=L-z37kae0kw,Sedma sjednica Drugog redovnog (jesenjeg) zasijedanja u 2023. godine (drugi dan),https://www.skupstina.me/en/chronology-of-discussions/355
montenegro_131_21122023,https://www.youtube.com/watch?v=L-z37kae0kw,Sedma sjednica Drugog redovnog (jesenjeg) zasijedanja u 2023. godine (prvi dan),https://www.skupstina.me/en/chronology-of-discussions/338
montenegro_132_21122023,https://www.youtube.com/watch?v=L-z37kae0kw,Peta sjednica Drugog redovnog (jesenjeg) zasijedanja u 2023. godini (sedmi dan),https://www.skupstina.me/en/chronology-of-discussions/356
montenegro_133_20122023,https://www.youtube.com/watch?v=L-z37kae0kw,Peta sjednica Drugog redovnog (jesenjeg) zasijedanja u 2023. godini (šesti dan),https://www.skupstina.me/en/chronology-of-discussions/350
montenegro_134_18122023,https://www.youtube.com/watch?v=L-z37kae0kw,Šesta sjednica Drugog redovnog (jesenjeg) zasijedanja u 2023. godini,https://www.skupstina.me/en/chronology-of-discussions/348
